label,message
ham,"Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr. Best Regards, HackTheBox."
ham,"Sorry. || mail? ||  Best Regards, HackTheBox."
ham,"HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X Best Regards, HackTheBox."
spam,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones
ham,"LOL what happens in Vegas stays in vegas Best Regards, HackTheBox."
ham,"I thk 530 lor. But dunno can get tickets a not. Wat u doing now? Best Regards, HackTheBox."
ham,"Sorry, I can't help you on this. Best Regards, HackTheBox."
spam,This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm
ham,"Ya had just now.onion roast. Best Regards, HackTheBox."
ham,"Am surfing online store. For offers do you want to buy any thing. Best Regards, HackTheBox."
ham,"Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life. Best Regards, HackTheBox."
ham,"Are you comingdown later? Best Regards, HackTheBox."
ham,"Yup next stop. Best Regards, HackTheBox."
ham,"Sure! I am driving but will reach my destination soon. Best Regards, HackTheBox."
ham,"Easy ah?sen got selected means its good.. Best Regards, HackTheBox."
ham,"We stopped to get ice cream and will go back after Best Regards, HackTheBox."
ham,"I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub? Best Regards, HackTheBox."
ham,"I'm wif him now buying tix lar... Best Regards, HackTheBox."
ham,"K, text me when you're on the way Best Regards, HackTheBox."
ham,"You see the requirements please Best Regards, HackTheBox."
ham,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already Best Regards, HackTheBox."
ham,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight? Best Regards, HackTheBox."
ham,"Tell rob to mack his gf in the theater Best Regards, HackTheBox."
ham,"would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked Best Regards, HackTheBox."
ham,"Geeeee ... I love you so much I can barely stand it Best Regards, HackTheBox."
spam,08714712388 between 10am-7pm Cost 10p
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
ham,"is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?  Best Regards, HackTheBox."
ham,"K actually can you guys meet me at the sunoco on howard? It should be right on the way Best Regards, HackTheBox."
ham,"Why nothing. Ok anyway give me treat Best Regards, HackTheBox."
ham,"Yup i thk so until e shop closes lor. Best Regards, HackTheBox."
ham,"We are both fine. Thanks Best Regards, HackTheBox."
ham,"Come round, it's .  Best Regards, HackTheBox."
ham,"Aight should I just plan to come up later tonight? Best Regards, HackTheBox."
ham,"Hope you are having a great day. Best Regards, HackTheBox."
ham,"No I'm good for the movie, is it ok if I leave in an hourish? Best Regards, HackTheBox."
ham,"Remind me how to get there and I shall do so Best Regards, HackTheBox."
ham,"Finish already... Yar they keep saying i mushy... I so embarrassed ok... Best Regards, HackTheBox."
spam,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm
ham,"Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g? Best Regards, HackTheBox."
ham,"Argh why the fuck is nobody in town ;_; Best Regards, HackTheBox."
ham,"Am in gobi arts college Best Regards, HackTheBox."
ham,"But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died. Best Regards, HackTheBox."
ham,"We have to pick rayan macleran there. Best Regards, HackTheBox."
ham,"....photoshop makes my computer shut down. Best Regards, HackTheBox."
spam,FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡
ham,"Yes. that will be fine. Love you. Be safe. Best Regards, HackTheBox."
ham,"I enjoy watching and playing football and basketball. Anything outdoors. And you? Best Regards, HackTheBox."
ham,"K, can I pick up another 8th when you're done? Best Regards, HackTheBox."
ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more Best Regards, HackTheBox."
ham,"You tell what happen dont behave like this to me. Ok no need to say Best Regards, HackTheBox."
ham,"Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :) Best Regards, HackTheBox."
ham,"Ok then i'll let him noe later n ask him call u tmr... Best Regards, HackTheBox."
ham,"Da is good good player.why he is unsold. Best Regards, HackTheBox."
ham,"Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u: Best Regards, HackTheBox."
ham,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka?  Best Regards, HackTheBox."
spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm"
ham,"No i am not having not any movies in my laptop Best Regards, HackTheBox."
ham,"when you and derek done with class? Best Regards, HackTheBox."
ham,"Ok no prob... Best Regards, HackTheBox."
ham,"SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM! Best Regards, HackTheBox."
ham,"Mm feeling sleepy. today itself i shall get that dear Best Regards, HackTheBox."
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES"
ham,"Cos daddy arranging time c wat time fetch ü mah... Best Regards, HackTheBox."
ham,"Finish liao... U? Best Regards, HackTheBox."
ham,"Hey tmr meet at bugis 930 ? Best Regards, HackTheBox."
ham,"Great! I shoot big loads so get ready! Best Regards, HackTheBox."
ham,"I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd. Best Regards, HackTheBox."
ham,"How is it possible to teach you. And where. Best Regards, HackTheBox."
spam,network operator. The service is free. For T & C's visit 80488.biz
ham,"Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins. Best Regards, HackTheBox."
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Best Regards, HackTheBox."
ham,"Audrie lousy autocorrect Best Regards, HackTheBox."
ham,"Yes princess! I want to make you happy... Best Regards, HackTheBox."
ham,"That's the trouble with classes that go well - you're due a dodgey one … Expecting mine tomo! See you for recovery, same time, same place  Best Regards, HackTheBox."
ham,"Am only searching for good dual sim mobile pa. Best Regards, HackTheBox."
ham,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure? Best Regards, HackTheBox."
ham,"By monday next week. Give me the full gist Best Regards, HackTheBox."
ham,"Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later Best Regards, HackTheBox."
ham,"Okie but i scared u say i fat... Then u dun wan me already... Best Regards, HackTheBox."
ham,"What time is ur flight tmr? Best Regards, HackTheBox."
ham,"Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor. Best Regards, HackTheBox."
ham,"I liked the new mobile Best Regards, HackTheBox."
ham,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon Best Regards, HackTheBox."
ham,"Is ur paper today in e morn or aft? Best Regards, HackTheBox."
ham,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there. Best Regards, HackTheBox."
ham,"Speaking of does he have any cash yet? Best Regards, HackTheBox."
ham,"HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com Best Regards, HackTheBox."
ham,"Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real. Best Regards, HackTheBox."
ham,"K then 2marrow are you coming to class. Best Regards, HackTheBox."
ham,"I'm stuck in da middle of da row on da right hand side of da lt...  Best Regards, HackTheBox."
ham,"Are you still getting the goods. Best Regards, HackTheBox."
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched... Best Regards, HackTheBox."
ham,"Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes Best Regards, HackTheBox."
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
ham,"IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx Best Regards, HackTheBox."
ham,"Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going Best Regards, HackTheBox."
ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that!  Best Regards, HackTheBox."
ham,"Im good! I have been thinking about you... Best Regards, HackTheBox."
ham,"How do you plan to manage that Best Regards, HackTheBox."
spam,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804
ham,"You can never do NOTHING Best Regards, HackTheBox."
ham,"Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt; Best Regards, HackTheBox."
ham,"So lets make it saturday or monday as per convenience. Best Regards, HackTheBox."
spam,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242
ham,"Are you staying in town ? Best Regards, HackTheBox."
ham,"They just talking thats it de. They wont any other. Best Regards, HackTheBox."
ham,"Yes princess! I want to catch you with my big strong hands... Best Regards, HackTheBox."
ham,"I don't think I can get away for a trek that long with family in town, sorry Best Regards, HackTheBox."
spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?
ham,"There are no other charges after transfer charges and you can withdraw anyhow you like Best Regards, HackTheBox."
ham,"Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com Best Regards, HackTheBox."
ham,"What happen to her tell the truth Best Regards, HackTheBox."
ham,"All sounds good. Fingers . Makes it difficult to type Best Regards, HackTheBox."
ham,"If I was I wasn't paying attention Best Regards, HackTheBox."
ham,"And maybe some pressies Best Regards, HackTheBox."
ham,"Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate Best Regards, HackTheBox."
ham,"Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today. Best Regards, HackTheBox."
ham,"K.k:)advance happy pongal. Best Regards, HackTheBox."
ham,"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx Best Regards, HackTheBox."
spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.
ham,"&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF. Best Regards, HackTheBox."
